Q_ID,Domain,Question,Answer,Difficulty,Source
326,ML,Explain experience replay in DQN and why it's important. How does prioritized replay differ and why use it?,Replay reduces correlation and improves stability; prioritized replay focuses learning on informative transitions.,Medium,"Murphy, K. P. (2022). Probabilistic Machine Learning: An Introduction. MIT Press."
327,ML,Derive the gradient update for logistic regression with cross-entropy loss and L2 regularization.,Gradient w.r.t w: (p - y)x + λ w. Update as above with learning rate η.,Medium,"LeCun, Y., Bengio, Y., & Hinton, G. (2015). “Deep Learning.” Nature, 521(7553)."
328,ML,"Compare ReLU, Leaky ReLU and GELU activations. When would you prefer GELU?",ReLU simple and sparse; Leaky avoids dead neurons; GELU is smooth and often preferred in transformers for performance.,Medium,"Hinton, G. (2012). “A Practical Guide to Training Restricted Boltzmann Machines.” UTML Technical Report."
329,ML,Explain the difference between IoU and Dice coefficient. Provide formulas and when each is preferred in segmentation evaluation.,"IoU = intersection/union; Dice = 2*intersection/(sum sizes). Dice can be preferred for small, imbalanced masks.",Medium,"Rumelhart, Hinton & Williams (1986). Backpropagation Paper."
330,ML,Explain subword tokenization (BPE/WordPiece). Why is it useful for handling rare words and morphology?,Subword tokenization balances vocabulary size and coverage; represents rare words as sequences of subwords.,Medium,Goodfellow et al. (2016). Deep Learning.
331,ML,Explain instruction tuning and why mixture-of-expert human feedback datasets improve LLM helpfulness.,Instruction tuning uses labeled Q->A pairs; diverse human feedback increases model helpfulness and reduces brittleness.,Medium,Krizhevsky et al. (2012). AlexNet.
332,ML,Explain experience replay in DQN and why it's important. How does prioritized replay differ and why use it?,Replay reduces correlation and improves stability; prioritized replay focuses learning on informative transitions.,Medium,"Kingma, D. P., & Ba, J. (2015). “Adam: A Method for Stochastic Optimization.” ICLR."
333,ML,Derive the gradient update for logistic regression with cross-entropy loss and L2 regularization.,Gradient w.r.t w: (p - y)x + λ w. Update as above with learning rate η.,Medium,"Srivastava, N., et al. (2014). “Dropout: A Simple Way to Prevent Neural Networks from Overfitting.” JMLR."
334,ML,"Compare ReLU, Leaky ReLU and GELU activations. When would you prefer GELU?",ReLU simple and sparse; Leaky avoids dead neurons; GELU is smooth and often preferred in transformers for performance.,Medium,He et al. (2015). He Initialization Paper.
335,ML,Explain the difference between IoU and Dice coefficient. Provide formulas and when each is preferred in segmentation evaluation.,"IoU = intersection/union; Dice = 2*intersection/(sum sizes). Dice can be preferred for small, imbalanced masks.",Medium,Glorot & Bengio (2010). Xavier Initialization Paper.
336,ML,Explain subword tokenization (BPE/WordPiece). Why is it useful for handling rare words and morphology?,Subword tokenization balances vocabulary size and coverage; represents rare words as sequences of subwords.,Medium,"Zhang, H., et al. (2018). “mixup: Beyond Empirical Risk Minimization.” ICLR."
337,ML,Explain instruction tuning and why mixture-of-expert human feedback datasets improve LLM helpfulness.,Instruction tuning uses labeled Q->A pairs; diverse human feedback increases model helpfulness and reduces brittleness.,Medium,"Shorten, C., & Khoshgoftaar, T. M. (2019). “A Survey on Image Data Augmentation.” Journal of Big Data."
338,ML,Explain experience replay in DQN and why it's important. How does prioritized replay differ and why use it?,Replay reduces correlation and improves stability; prioritized replay focuses learning on informative transitions.,Medium,"Bengio, Y., Simard, P., & Frasconi, P. (1994). “Learning Long-Term Dependencies with Gradient Descent is Difficult.” IEEE TNN."
339,ML,Derive the gradient update for logistic regression with cross-entropy loss and L2 regularization.,Gradient w.r.t w: (p - y)x + λ w. Update as above with learning rate η.,Medium,Hochreiter & Schmidhuber (1997). LSTM.
340,ML,"Compare ReLU, Leaky ReLU and GELU activations. When would you prefer GELU?",ReLU simple and sparse; Leaky avoids dead neurons; GELU is smooth and often preferred in transformers for performance.,Medium,"Cho, K., et al. (2014). “Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation.” EMNLP."
341,ML,Explain the difference between IoU and Dice coefficient. Provide formulas and when each is preferred in segmentation evaluation.,"IoU = intersection/union; Dice = 2*intersection/(sum sizes). Dice can be preferred for small, imbalanced masks.",Medium,Vaswani et al. (2017). Attention is All You Need.
342,ML,Explain subword tokenization (BPE/WordPiece). Why is it useful for handling rare words and morphology?,Subword tokenization balances vocabulary size and coverage; represents rare words as sequences of subwords.,Medium,Brown et al. (2020). GPT-3 Paper.
343,ML,Explain instruction tuning and why mixture-of-expert human feedback datasets improve LLM helpfulness.,Instruction tuning uses labeled Q->A pairs; diverse human feedback increases model helpfulness and reduces brittleness.,Medium,Radford et al. (2019). GPT-2 Paper.
344,ML,Explain experience replay in DQN and why it's important. How does prioritized replay differ and why use it?,Replay reduces correlation and improves stability; prioritized replay focuses learning on informative transitions.,Medium,Devlin et al. (2019). BERT Paper.
345,ML,Derive the gradient update for logistic regression with cross-entropy loss and L2 regularization.,Gradient w.r.t w: (p - y)x + λ w. Update as above with learning rate η.,Medium,"Raffel, C., et al. (2020). “Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5).” JMLR."
346,ML,"Compare ReLU, Leaky ReLU and GELU activations. When would you prefer GELU?",ReLU simple and sparse; Leaky avoids dead neurons; GELU is smooth and often preferred in transformers for performance.,Medium,"Chowdhery, A., et al. (2022). “PaLM: Scaling Language Models with Pathways.” arXiv:2204.02311."
347,ML,Explain the difference between IoU and Dice coefficient. Provide formulas and when each is preferred in segmentation evaluation.,"IoU = intersection/union; Dice = 2*intersection/(sum sizes). Dice can be preferred for small, imbalanced masks.",Medium,"Touvron, H., et al. (2023). “LLaMA: Open and Efficient Foundation Language Models.” arXiv:2302.13971."
348,ML,Explain subword tokenization (BPE/WordPiece). Why is it useful for handling rare words and morphology?,Subword tokenization balances vocabulary size and coverage; represents rare words as sequences of subwords.,Medium,Sutton & Barto (2018). Reinforcement Learning.
349,ML,Explain instruction tuning and why mixture-of-expert human feedback datasets improve LLM helpfulness.,Instruction tuning uses labeled Q->A pairs; diverse human feedback increases model helpfulness and reduces brittleness.,Medium,Silver et al. (2017). AlphaZero Paper.
350,ML,Explain experience replay in DQN and why it's important. How does prioritized replay differ and why use it?,Replay reduces correlation and improves stability; prioritized replay focuses learning on informative transitions.,Medium,Schulman et al. (2017). PPO Paper.
351,ML,Derive the gradient update for logistic regression with cross-entropy loss and L2 regularization.,Gradient w.r.t w: (p - y)x + λ w. Update as above with learning rate η.,Medium,Haarnoja et al. (2018). SAC Paper.
352,ML,"Compare ReLU, Leaky ReLU and GELU activations. When would you prefer GELU?",ReLU simple and sparse; Leaky avoids dead neurons; GELU is smooth and often preferred in transformers for performance.,Medium,Mnih et al. (2015). DQN Paper.
353,ML,How does the Random Forest algorithm work?,Ensemble of decision trees using bagging and random feature selection.,Medium,"Breiman, L. (2001). Random Forests. Machine Learning."
354,ML,Explain the ROC curve and AUC.,ROC plots sensitivity vs (1-specificity); AUC measures separability.,Medium,"Fawcett, T. (2006). An introduction to ROC analysis."
355,ML,What is the difference between Stochastic Gradient Descent (SGD) and Batch Gradient Descent?,"Batch uses full data; SGD uses one sample per step (faster, noisier).",Medium,"Bottou, L. (2010). Large-Scale Machine Learning with SGD."
356,ML,Why is Gradient Boosting often more accurate than Random Forest?,"Boosting corrects previous errors sequentially, often reducing bias better.",Medium,"Friedman, J. H. (2001). Greedy function approximation: A gradient boosting machine."
357,ML,What is Principal Component Analysis (PCA)?,Linear dimensionality reduction projecting data to maximize variance.,Medium,"Jolliffe, I. T. (2002). Principal Component Analysis. Springer."
358,ML,How does SVM handle non-linear data?,Uses Kernel Trick to map data to high dimensions for linear separation.,Medium,"Cortes, C., & Vapnik, V. (1995). Support-vector networks."
359,ML,Explain the vanishing gradient problem.,"Gradients shrink exponentially in deep layers, stopping weight updates.",Medium,"Hochreiter, S. (1998). The vanishing gradient problem."
360,ML,How does LSTM solve the vanishing gradient problem?,Uses gating mechanisms to allow gradients to flow unchanged over time.,Medium,"Hochreiter, S., & Schmidhuber, J. (1997). Long Short-Term Memory."
361,ML,Compare Adam and RMSProp optimizers.,Adam combines RMSProp (squared gradients) with Momentum.,Medium,"Kingma, D. P., & Ba, J. (2014). Adam: A Method for Stochastic Optimization."
362,ML,What is Dropout and why does it work?,Randomly disables neurons during training to prevent overfitting.,Medium,"Srivastava, N., et al. (2014). Dropout: A Simple Way to Prevent Neural Networks from Overfitting."
363,ML,What is the purpose of Skip Connections in ResNets?,"Allows direct gradient flow, enabling training of very deep networks.",Medium,"He, K., et al. (2016). Deep Residual Learning for Image Recognition."
364,ML,"Explain the concept of Word Embeddings (e.g., Word2Vec).",Dense vector representations of words preserving semantic meaning.,Medium,"Mikolov, T., et al. (2013). Efficient Estimation of Word Representations in Vector Space."
